Control_1	Control_2	Control_3	FeD-1	FeD-2	FeD-3	FeE-1	FeE-2	FeE-3
2558010699	877	743	1257	1002	800	825	951	1556	1161
2558010700	723	669	1061	779	741	590	615	1146	793
2558010701	708	693	966	803	788	540	588	941	653
2558010702	1161	1282	1689	1295	1433	970	788	1670	1118
2558010704	181	144	299	204	187	262	322	298	242
2558010705	7	4	12	10	5	14	8	8	7
2558010706	23	18	37	29	30	39	42	36	32
2558010707	4	16	23	21	18	19	28	28	27
2558010708	128	105	188	176	191	167	178	127	105
2558010709	69	72	99	104	89	87	79	59	58
2558010710	118	121	189	171	147	231	117	119	86
2558010711	225	224	272	289	331	269	278	228	251
2558010712	7842	7570	12049	10151	10287	9856	7204	8758	7298
2558010713	86	68	116	111	108	109	87	86	84
2558010714	14	19	26	30	37	25	32	26	13
2558010715	90	110	158	139	150	165	266	299	274
2558010716	10	6	19	17	20	19	29	27	16
2558010717	0	1	1	3	0	3	3	0	0
2558010718	645	662	924	934	1020	1351	1123	911	868
2558010719	508	572	711	806	932	1091	752	532	516
2558010720	621	698	897	1041	1071	1334	982	541	557
2558010721	787	795	968	721	873	673	571	626	509
2558010722	255	244	544	460	466	542	371	427	407
2558010723	69	61	72	73	122	68	73	76	60
2558010724	99	130	207	177	160	203	286	232	230
2558010725	69	82	128	113	120	110	170	203	144
2558010726	173	168	194	181	264	220	276	184	202
2558010727	20	21	30	36	43	48	66	55	35
2558010728	734	653	993	1073	1337	1042	1115	920	828
2558010729	85	77	126	179	199	180	172	150	143
2558010730	326	321	564	383	475	546	547	635	506
2558010731	78	60	98	74	68	109	130	85	80
2558010732	55	65	79	71	86	82	56	63	47
2558010733	92	68	61	57	88	63	51	50	43
2558010734	9	15	7	15	18	18	11	3	5
2558010735	181	106	131	129	176	112	75	80	71
2558010736	94	90	173	126	153	170	166	153	150
2558010737	197	247	389	369	398	401	367	339	284
2558010738	152	178	252	248	282	272	304	271	238
2558010739	444	521	681	585	466	359	384	938	715
2558010740	809	859	1292	1024	692	494	457	802	688
2558010741	86	99	113	130	171	153	94	100	112
2558010742	20	23	42	48	59	50	30	40	60
2558010743	248	245	331	360	320	473	386	344	314
2558010744	237	190	360	253	285	342	310	360	266
2558010745	617	528	846	791	969	1175	865	941	814
2558010746	3266	3120	3563	4129	5045	5249	3254	2874	2720
2558010747	1762	1660	1881	2310	2802	2993	1875	1645	1586
2558010748	257	260	425	274	290	324	255	234	221
2558010749	429	397	593	476	502	509	457	408	362
2558010750	253	269	397	251	272	296	288	297	246
2558010751	726	665	997	659	614	588	678	672	609
2558010752	389	379	625	377	329	335	370	381	312
2558010753	467	460	717	539	592	571	362	400	355
2558010754	363	395	537	313	404	353	320	273	209
2558010755	63	86	148	88	97	100	112	76	62
2558010756	226	274	273	215	250	318	244	149	153
2558010757	696	663	1253	934	1049	1079	1077	1134	933
2558010758	306	304	597	380	485	514	708	459	476
2558010759	243	297	503	341	440	425	556	391	354
2558010760	159	129	225	189	226	225	239	178	138
2558010761	301	309	529	326	425	372	516	363	337
2558010762	521	483	759	492	639	501	652	484	500
2558010763	118	134	178	154	173	234	240	151	119
2558010764	305	386	635	489	557	620	468	573	503
2558010765	667	676	992	825	946	1028	735	512	495
2558010766	314	368	551	548	570	520	526	369	310
2558010767	1109	894	1683	1273	1533	1582	1395	1139	883
2558010768	5286	5218	7717	6207	7347	7359	5748	4193	3900
2558010769	116	163	250	181	238	180	184	147	123
2558010770	21	12	16	15	24	20	21	17	13
2558010772	438	403	630	380	454	557	480	479	356
2558010773	423	361	515	393	452	401	369	411	318
2558010774	218	167	331	249	323	260	241	252	201
2558010775	86	87	132	112	170	144	126	128	137
2558010776	77	77	108	100	141	127	122	77	80
2558010777	17	15	37	32	34	36	36	26	24
2558010778	566	466	976	742	806	816	1050	1179	938
2558010779	267	261	427	398	416	447	471	400	310
2558010780	82	76	161	136	152	157	169	111	103
2558010781	509	523	812	725	957	927	817	681	532
2558010782	432	349	495	308	423	365	363	302	266
2558010783	264	254	413	217	235	246	294	273	219
2558010784	10006	9907	13774	14916	17223	12133	8668	14677	11181
2558010785	138	121	252	157	193	222	252	218	187
2558010786	335	331	524	442	464	541	473	430	407
2558010787	5955	6333	8159	8596	8270	7844	6794	5653	5467
2558010788	2869	2910	5120	4231	3852	4988	4232	3776	3331
2558010789	602	703	1067	853	921	928	702	721	586
2558010790	1291	1472	1738	2070	2522	2624	1798	1411	1338
2558010791	99	107	163	132	156	202	166	128	112
2558010792	481	521	782	749	857	830	763	671	608
2558010793	0	0	0	0	0	0	0	0	0
2558010794	75	84	112	128	136	116	126	107	85
2558010795	258	228	393	364	412	286	236	420	360
2558010796	280	241	311	316	346	318	283	368	285
2558010797	109	82	163	151	186	145	132	128	133
2558010798	645	684	966	860	1022	993	914	777	647
2558010799	952	1186	1664	2090	2363	2040	1615	1331	1163
2558010800	373	558	721	784	926	877	650	512	466
2558010801	356	398	649	552	701	575	517	576	511
2558010802	127	125	183	124	155	124	208	180	157
2558010803	1009	1085	1531	1631	1791	1674	1483	1176	1172
2558010804	769	673	1301	1128	1366	1345	1386	1094	905
2558010805	378	387	846	681	618	838	953	718	622
2558010806	1635	1423	2459	1732	2057	1996	1562	1629	1312
2558010807	453	516	730	795	942	1187	827	555	553
2558010808	315	353	557	482	544	604	469	334	344
2558010809	444	411	702	562	707	737	604	563	517
2558010810	232	251	466	376	465	538	424	336	336
2558010811	122	94	157	77	84	131	66	47	41
2558010812	710	744	1028	1083	1131	1054	840	776	651
2558010813	613	557	973	953	1055	1140	880	806	752
2558010814	207	278	338	333	337	313	297	210	182
2558010815	782	864	1448	935	1223	1196	1122	991	818
2558010816	252	248	347	286	300	385	384	276	258
2558010817	245	300	349	433	461	561	409	311	227
2558010818	5214	5158	6226	5589	7471	7987	5196	3375	3346
2558010819	1474	1270	2105	1487	2071	2093	2044	1647	1454
2558010820	292	239	395	259	377	390	288	263	267
2558010821	359	367	428	422	455	423	385	308	323
2558010822	691	750	966	823	1139	969	924	742	693
2558010823	326	349	361	357	438	339	327	224	180
2558010824	1063	982	1775	990	1161	630	923	1949	1542
2558010825	375	389	586	359	413	377	375	566	431
2558010826	898	948	1553	1267	1384	1478	1161	1408	1118
2558010827	107	86	141	129	171	147	169	126	100
2558010828	2097	2400	3418	3030	4005	3671	3168	3301	2935
2558010829	394	368	484	455	517	469	485	450	380
2558010830	245	277	448	337	348	330	351	359	342
2558010832	1316	1255	1945	1047	1039	1269	1713	990	766
2558010833	265	250	343	225	313	305	378	257	232
2558010834	58	48	86	66	75	67	68	74	64
2558010835	1080	1029	1330	923	1046	1070	1306	713	623
2558010836	410	388	598	475	502	541	694	419	382
2558010837	28	20	40	45	29	40	42	41	17
2558010838	27	27	46	32	48	45	68	47	43
2558010839	187	198	338	236	304	275	240	247	184
2558010840	1502	1323	2173	1483	1218	1289	895	1551	1206
2558010841	233	167	270	217	187	183	149	255	177
2558010842	512	452	573	506	466	343	312	538	423
2558010843	460	447	551	469	498	332	254	501	363
2558010844	425	406	525	442	454	272	300	484	349
2558010845	363	322	419	406	572	323	244	226	209
2558010846	527	432	947	622	847	705	812	754	683
2558010847	50	49	63	65	101	90	99	55	72
2558010848	24	25	44	21	42	41	29	16	14
2558010849	5	22	20	22	68	14	16	10	9
2558010850	6	7	10	9	29	11	7	6	3
2558010851	250	363	432	772	2819	724	228	304	221
2558010852	56	64	118	114	237	120	75	100	84
2558010853	31	40	46	25	33	49	36	25	35
2558010854	237	227	329	357	457	477	443	281	263
2558010855	25	25	60	56	64	88	50	45	35
2558010856	18	16	18	17	17	21	16	8	10
2558010857	30	34	78	81	87	109	41	73	50
2558010858	61	70	83	102	91	74	95	79	69
2558010859	21	16	23	34	42	20	34	25	23
2558010860	6	4	15	12	14	26	26	9	10
2558010861	18	14	19	33	24	29	21	12	13
2558010862	22	16	47	32	68	56	50	33	40
2558010863	113	103	127	153	188	174	106	94	119
2558010864	167	178	362	272	374	290	279	272	269
2558010865	259	274	356	335	333	368	313	243	212
2558010866	879	1022	1336	1325	1427	1429	1236	904	899
2558010867	78	92	149	122	139	119	117	89	104
2558010868	57	48	109	83	79	104	89	97	71
2558010869	142	171	301	421	429	421	98	125	104
2558010870	43	80	100	47	62	72	34	42	34
2558010871	175	284	281	281	417	219	422	255	308
2558010872	6	4	5	14	9	16	7	16	13
2558010873	42	56	90	114	125	121	73	89	54
2558010874	190	187	308	360	393	332	273	336	233
2558010875	116	117	120	155	176	150	138	117	136
2558010876	72	76	113	116	131	95	83	93	87
2558010877	100	93	140	92	135	128	78	93	81
2558010878	265	144	290	141	187	247	214	163	133
2558010879	458	535	762	507	656	170	214	379	245
2558010880	240	263	410	483	501	313	178	266	197
2558010881	188	173	294	275	413	351	342	290	280
2558010882	98	112	219	144	233	219	183	189	171
2558010883	218	244	303	245	303	134	126	211	210
2558010884	504	561	738	611	767	666	590	497	377
2558010885	627	639	811	871	844	840	1096	902	864
2558010886	126	236	196	271	402	249	506	349	326
2558010887	56	100	126	125	115	180	199	139	113
2558010888	855	988	1431	1304	1519	1491	1307	1250	1075
2558010889	1257	1355	1713	1848	1828	1888	1274	1139	957
2558010890	1669	1580	2492	2251	2503	2841	2051	1373	1071
2558010891	297	299	384	508	1249	519	291	327	299
2558010892	69	91	104	86	155	78	73	78	73
2558010893	115	120	168	134	166	163	166	154	115
2558010894	24	30	64	37	34	50	22	23	25
2558010895	16	9	33	12	27	11	3	18	14
2558010896	424	474	742	554	656	684	712	563	496
2558010897	914	897	1167	1226	1485	1302	1085	911	890
2558010898	232	232	335	278	264	375	220	217	194
2558010899	55	63	94	64	80	101	54	47	40
2558010900	427	390	615	665	746	736	496	514	475
2558010901	319	226	426	594	759	889	459	406	428
2558010902	216	177	282	494	463	640	346	294	343
2558010903	122	82	136	231	230	330	193	151	167
2558010904	558	463	700	1335	1183	2259	1168	958	903
2558010905	112	120	193	412	358	889	476	371	249
2558010906	261	278	417	577	568	1432	806	577	510
2558010907	50	56	77	72	98	91	67	81	56
2558010908	28	44	54	46	67	60	33	34	36
2558010909	60	52	80	95	78	69	64	39	54
2558010910	56	46	83	63	78	76	77	62	68
2558010911	26	27	39	31	31	55	41	60	37
2558010912	111	104	130	161	175	189	183	111	95
2558010913	194	188	305	287	423	454	415	228	262
2558010914	1275	1415	2355	2093	2206	3286	2024	1187	1190
2558010915	819	951	1121	1363	1757	1673	1124	740	686
2558010916	711	786	903	1157	1458	1525	887	595	616
2558010917	175	200	287	412	442	495	271	159	190
2558010918	634	629	1106	997	1206	1345	995	991	885
2558010920	197	153	320	174	175	208	205	158	167
2558010921	398	295	641	460	584	629	493	435	330
2558010922	62	95	149	136	162	175	134	110	95
2558010923	91	91	135	135	159	136	133	126	97
2558010924	4088	4211	5926	5874	6903	8200	3924	3453	3146
2558010925	874	965	1484	1200	1363	1435	1149	1240	922
2558010926	363	391	644	607	703	740	707	622	692
2558010927	757	636	1261	965	1257	1315	1179	1083	895
2558010928	28	23	53	45	66	83	75	45	51
2558010929	262	260	410	483	525	632	450	330	315
2558010930	44	55	65	123	175	128	81	78	43
2558010931	270	360	363	650	1025	723	484	373	358
2558010932	286	325	538	524	729	759	448	483	505
2558010933	301	266	416	496	635	767	398	333	320
2558010934	132	140	232	182	236	244	263	141	140
2558010935	1376	1558	2370	2105	2525	2955	2560	1942	1504
2558010936	2601	3032	4291	4701	6009	5352	3378	3655	2968
2558010937	244	231	410	324	397	428	306	322	231
2558010938	755	785	1380	1036	1229	1344	1269	1250	1111
2558010939	348	424	676	543	696	777	625	637	582
2558010940	1604	1521	2632	2131	2598	2700	2365	2612	2147
2558010941	622	690	1192	971	1615	1143	1659	1668	1619
2558010942	330	400	466	515	604	589	502	331	291
2558010943	100	135	146	170	253	239	154	161	118
2558010944	660	742	897	1075	1518	1130	1098	732	823
2558010945	216	306	344	336	417	385	434	338	293
2558010946	2661	3023	3981	3498	4165	2498	5236	5550	5640
2558010947	1374	1605	2076	2050	2478	1769	2528	2873	2734
2558010948	134	134	199	225	293	248	269	347	321
2558010949	5207	4740	7512	7209	8067	7966	7094	6005	5134
2558010950	530	475	923	575	628	708	730	691	545
2558010951	170	164	292	251	268	274	202	267	254
2558010952	65	79	122	108	114	125	91	90	81
2558010953	112	152	201	199	259	198	158	140	148
2558010954	254	230	439	255	263	274	373	520	436
2558010955	695	717	1084	1068	1362	1321	1158	829	767
2558010956	609	605	950	791	849	1043	953	652	582
2558010957	212	274	341	293	325	393	336	225	235
2558010958	1033	1043	1770	1535	1826	1909	1557	1371	1337
2558010959	1333	1268	2175	1796	1975	2201	1917	1772	1549
2558010960	930	1062	1646	1302	1561	1689	1447	1290	1081
2558010961	1680	1737	1915	2603	2860	3026	2117	1449	1442
2558010962	3807	3411	5716	3921	4935	5056	3301	2273	1935
2558010963	355	303	536	398	408	613	438	211	231
2558010964	462	399	677	538	553	831	582	322	326
2558010965	120	114	184	152	166	205	160	129	101
2558010966	414	413	619	500	575	557	551	535	443
2558010967	338	276	385	359	614	520	486	426	332
2558010968	128	112	210	186	290	233	184	179	140
2558010969	141	121	279	159	233	351	229	193	172
2558010970	161	163	291	235	257	279	254	292	206
2558010971	449	429	624	533	568	625	663	504	432
2558010972	942	730	1291	879	805	862	517	737	562
2558010973	1368	1053	1621	1305	1222	1290	773	1081	825
2558010974	185	170	302	175	179	294	166	143	145
2558010975	459	473	734	658	806	625	617	500	405
2558010976	750	823	1148	1191	1242	1100	998	1028	813
2558010977	390	384	554	511	629	592	466	461	395
2558010978	197	220	336	272	353	413	308	268	242
2558010979	278	272	358	352	293	163	140	229	162
2558010980	654	775	792	1023	1320	969	705	469	486
2558010981	198	222	253	232	399	240	199	252	228
2558010982	1027	1170	1298	1808	2218	1865	1251	1088	982
2558010983	500	464	673	761	880	945	726	590	493
2558010984	545	588	735	655	844	751	735	475	444
2558010985	296	267	420	294	430	319	351	314	273
2558010986	3557	3079	3654	1544	2251	1307	1833	2169	1642
2558010987	1163	1005	1235	641	818	563	552	689	534
2558010988	209	214	297	128	194	158	135	174	151
2558010989	81	98	196	98	113	112	87	99	75
2558010990	372	307	593	449	560	509	419	357	261
2558010991	190	161	282	173	217	238	259	257	256
2558010992	133	106	162	98	170	85	107	79	81
2558010993	20	29	46	35	44	83	30	22	13
2558010994	963	764	1639	1201	1686	1750	2412	2391	2143
2558010995	128	117	268	157	202	208	359	478	375
2558010996	270	243	425	336	372	390	666	915	856
2558010997	1257	1490	2278	2000	2036	298	493	2800	1857
2558010998	1231	1919	4158	2831	3421	237	417	2446	968
2558010999	94	113	297	171	219	50	82	175	71
2558011000	38	41	59	67	64	50	40	28	38
2558011001	51	45	63	75	74	93	78	52	46
2558011002	1000	909	1369	1388	1707	1535	1525	1114	1044
2558011003	371	368	674	623	661	798	950	561	551
2558011004	221	159	258	246	293	331	574	228	194
2558011005	3479	3319	4203	3561	4027	4640	6546	2447	2468
2558011006	1906	1740	2488	1828	1818	2310	2960	1289	1293
2558011007	819	701	952	756	874	976	1254	539	469
2558011008	776	711	1393	966	961	1494	1694	719	677
2558011009	1998	2151	2711	2389	2838	2811	2768	1752	1621
2558011010	458	466	780	619	782	891	787	474	421
2558011011	390	374	541	501	656	720	727	409	398
2558011012	726	619	1122	907	1136	1099	1293	897	817
2558011013	115	108	266	144	144	213	182	185	155
2558011014	2607	2652	4091	3486	4397	5432	4046	2800	2642
2558011015	8980	9163	11401	10831	13595	15441	10951	7772	7243
2558011016	11431	11834	14812	13307	16506	18162	12933	9410	8879
2558011017	30	17	27	24	20	18	26	15	11
2558011018	12	4	9	6	8	4	7	6	12
2558011019	426	396	468	381	440	392	436	187	182
2558011020	253	232	376	287	341	358	335	293	223
2558011021	638	513	542	544	419	484	451	592	457
2558011022	204	179	236	238	319	301	300	271	224
2558011023	245	219	348	234	389	312	380	338	321
2558011024	1688	1580	2364	1762	2281	2136	2052	1451	1336
2558011025	1068	1152	1171	1401	1756	2080	1400	565	680
2558011026	3910	4358	4500	5356	6883	8508	4387	2123	2531
2558011027	422	424	667	662	645	861	559	484	399
2558011028	394	445	508	510	547	423	562	397	368
2558011029	75	70	79	107	107	128	89	60	49
2558011030	283	298	479	387	464	508	399	305	279
2558011031	363	402	644	622	679	806	768	566	549
2558011032	393	391	534	546	645	699	570	452	370
2558011033	154	120	179	175	188	215	134	134	130
2558011034	544	571	936	654	704	927	876	594	510
2558011035	69	64	151	102	117	184	111	83	76
2558011036	27	29	68	50	48	109	53	30	33
2558011037	35	35	56	42	41	79	71	55	46
2558011038	18	18	32	25	26	34	17	23	25
2558011039	5	14	22	8	21	18	11	27	16
2558011040	52	64	85	85	103	108	100	78	71
2558011041	62	29	65	69	87	101	70	45	44
2558011042	184	177	370	303	361	387	262	198	209
2558011043	76	74	123	97	162	167	169	128	119
2558011044	84	82	120	101	124	141	154	133	91
2558011045	222	223	317	275	299	305	282	379	276
2558011046	394	419	613	525	483	567	528	493	397
2558011047	175	208	274	270	290	330	297	243	214
2558011048	85	109	125	131	184	198	168	126	113
2558011049	151	175	215	232	312	267	259	184	177
2558011050	275	240	362	268	341	331	331	340	284
2558011051	50	48	87	86	110	69	133	116	132
2558011052	26	61	79	76	124	36	133	132	153
2558011053	186	390	321	446	743	142	670	642	649
2558011054	346	366	541	454	604	568	800	394	411
2558011055	459	540	679	656	912	665	893	564	490
2558011056	2916	3553	3165	3497	4935	3351	2545	1771	1685
2558011057	65	49	46	95	109	105	87	64	57
2558011058	51	61	71	100	123	122	136	80	74
2558011059	34	47	48	55	84	74	53	43	44
2558011060	32	26	55	45	63	52	43	28	32
2558011061	155	149	248	175	213	266	217	173	136
2558011062	35	37	44	47	51	45	45	29	24
2558011063	4	1	2	3	1	2	1	1	1
2558011064	12	7	14	16	14	13	11	13	8
2558011065	6	2	6	4	8	6	7	4	3
2558011066	16	19	25	17	12	20	24	21	14
2558011067	87	105	146	99	184	149	140	110	112
2558011068	33	16	47	28	43	30	42	43	29
2558011069	9	19	41	24	34	27	28	29	44
2558011070	28	24	30	34	39	36	35	27	44
2558011071	6872	7803	9946	13816	15352	10145	9526	13542	11693
2558011072	72	101	101	164	386	139	55	102	108
2558011073	24	33	56	76	124	54	58	67	46
2558011074	34	37	43	34	46	57	50	44	45
2558011075	7	3	12	2	8	5	5	7	14
2558011076	0	0	2	0	0	1	0	1	0
2558011077	49	43	81	50	87	79	79	56	59
2558011078	55	53	59	69	94	73	77	82	65
2558011079	126	133	184	151	141	155	143	137	107
2558011080	1471	1569	2223	1704	1232	1524	1264	1462	1148
2558011081	247	219	450	332	360	353	269	331	228
2558011082	170	169	281	182	248	263	266	204	207
2558011083	423	423	595	676	786	768	672	659	528
2558011084	86	92	149	123	191	188	136	122	92
2558011085	157	206	243	284	324	363	236	168	191
2558011086	491	470	547	538	682	518	461	357	328
2558011087	331	318	442	412	524	446	357	326	299
2558011088	279	248	398	331	437	459	432	289	294
2558011089	1013	969	1380	1141	1394	1326	1302	1109	1045
2558011090	307	371	589	501	586	538	484	390	343
2558011091	2945	3034	3869	2771	3336	2445	2610	2403	1863
2558011092	34	34	96	46	45	39	50	127	61
2558011093	260	201	466	330	341	190	228	557	297
2558011094	643	764	1231	880	856	278	278	1206	646
2558011095	1058	1238	1813	1287	1330	189	285	1337	767
2558011096	538	543	1073	651	624	162	210	939	550
2558011097	41	54	100	68	94	112	93	78	86
2558011098	3265	3208	4602	5115	5683	5575	4281	3239	2969
2558011099	401	385	624	497	491	263	280	701	521
2558011100	126	121	239	210	226	156	224	266	220
2558011101	2	8	7	10	6	8	9	11	8
2558011102	63	42	68	72	76	68	57	41	41
2558011103	58	98	111	72	122	82	86	69	69
2558011104	86	115	144	151	210	115	74	79	70
2558011105	145	189	253	182	213	209	252	170	178
2558011106	169	206	322	286	282	383	465	330	278
2558011107	320	320	461	340	439	500	479	293	274
2558011108	48	48	61	89	81	124	108	52	50
2558011109	507	502	751	548	653	565	567	648	457
2558011110	20	22	37	32	18	42	32	36	14
2558011111	117	79	161	89	130	133	111	107	98
2558011112	700	655	993	647	801	666	661	487	452
2558011113	387	436	619	611	727	893	648	562	548
2558011114	81	121	103	150	195	224	203	140	132
2558011115	52	69	114	78	77	122	91	58	56
2558011116	135	160	222	165	226	281	242	169	161
2558011117	535	594	699	607	638	696	590	437	402
2558011118	507	493	716	632	801	746	576	525	485
2558011119	285	223	338	325	453	408	312	251	263
2558011120	458	370	660	678	893	783	622	572	458
2558011121	392	395	492	573	740	628	561	423	420
2558011122	318	340	507	547	712	712	581	534	518
2558011123	184	197	290	351	459	382	374	334	257
2558011124	583	712	784	985	1332	1205	989	761	787
2558011125	1252	1590	1764	2424	3718	2555	1743	1316	1418
2558011126	545	705	837	1177	1939	1230	851	858	772
